Player,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MVP_Award_Year,PlayerPhoto,TeamLogo
Karl Malone,1989-90,26,UTA,NBA,PF,82.0,82,38.1,11.1,19.8,.562,0.2,0.5,.372,11.0,19.3,.567,.567,8.5,11.1,.762,2.8,8.3,11.1,2.8,1.5,0.6,3.7,3.2,31.0,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1990-91,27,UTA,NBA,PF,82.0,82,40.3,10.3,19.6,.527,0.0,0.2,.286,10.3,19.4,.529,.528,8.3,10.8,.770,2.9,8.9,11.8,3.3,1.1,1.0,3.0,3.3,29.0,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1991-92,28,UTA,NBA,PF,81.0,81,37.7,9.9,18.7,.526,0.0,0.2,.176,9.8,18.5,.530,.527,8.3,10.7,.778,2.8,8.4,11.2,3.0,1.3,0.6,3.1,2.8,28.0,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1992-93,29,UTA,NBA,PF,82.0,82,37.8,9.7,17.6,.552,0.0,0.2,.200,9.7,17.4,.557,.554,7.5,10.2,.740,2.8,8.4,11.2,3.8,1.5,1.0,2.9,3.2,27.0,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1993-94,30,UTA,NBA,PF,82.0,82,40.6,9.4,18.9,.497,0.1,0.4,.250,9.3,18.5,.503,.500,6.2,9.0,.694,2.9,8.6,11.5,4.0,1.5,1.5,2.9,3.3,25.2,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1994-95,31,UTA,NBA,PF,82.0,82,38.1,10.1,18.9,.536,0.1,0.5,.268,10.0,18.4,.543,.540,6.3,8.5,.742,1.9,8.7,10.6,3.5,1.6,1.0,2.9,3.3,26.7,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1995-96,32,UTA,NBA,PF,82.0,82,38.0,9.6,18.5,.519,0.2,0.5,.400,9.4,18.0,.522,.524,6.2,8.6,.723,2.1,7.7,9.8,4.2,1.7,0.7,2.4,3.0,25.7,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1996-97,33,UTA,NBA,PF,82.0,82,36.6,10.5,19.2,.550,0.0,0.2,.000,10.5,19.0,.555,.550,6.4,8.4,.755,2.4,7.5,9.9,4.5,1.4,0.6,2.8,2.6,27.4,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1997-98,34,UTA,NBA,PF,81.0,81,37.4,9.6,18.2,.530,0.0,0.1,.333,9.6,18.1,.531,.531,7.8,10.2,.761,2.3,8.0,10.3,3.9,1.2,0.9,3.0,2.9,27.0,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1998-99,35,UTA,NBA,PF,49.0,49,37.4,8.0,16.3,.493,0.0,0.0,.000,8.0,16.2,.494,.493,7.7,9.8,.788,2.2,7.3,9.4,4.1,1.3,0.6,3.3,2.7,23.8,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1999-00,36,UTA,NBA,PF,82.0,82,35.9,9.2,18.0,.509,0.0,0.1,.250,9.1,17.9,.511,.510,7.2,9.0,.797,2.1,7.4,9.5,3.7,1.0,0.9,2.8,2.8,25.5,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,2000-01,37,UTA,NBA,PF,81.0,81,35.7,8.3,16.6,.498,0.0,0.1,.400,8.2,16.5,.499,.499,6.6,8.3,.793,1.4,6.9,8.3,4.5,1.1,0.8,3.0,2.7,23.2,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,2001-02,38,UTA,NBA,PF,80.0,80,38.0,7.9,17.5,.454,0.1,0.3,.360,7.8,17.2,.456,.457,6.4,8.0,.797,1.8,6.8,8.6,4.3,1.9,0.7,3.3,2.9,22.4,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,2002-03,39,UTA,NBA,PF,81.0,81,36.2,7.3,15.9,.462,0.0,0.2,.214,7.3,15.7,.464,.463,5.9,7.7,.763,1.4,6.4,7.8,4.7,1.7,0.4,2.6,2.5,20.6,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,2003-04,40,LAL,NBA,PF,42.0,42,32.7,4.6,9.5,.483,0.0,0.0,.000,4.6,9.5,.484,.483,4.0,5.4,.747,1.5,7.3,8.7,3.9,1.2,0.5,2.5,2.8,13.2,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Michael Jordan,1984-85,21,CHI,NBA,SG,82.0,82,38.3,10.2,19.8,.515,0.1,0.6,.173,10.1,19.2,.526,.518,7.7,9.1,.845,2.0,4.5,6.5,5.9,2.4,0.8,3.5,3.5,28.2,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1985-86,22,CHI,NBA,SG,18.0,7,25.1,8.3,18.2,.457,0.2,1.0,.167,8.2,17.2,.474,.462,5.8,6.9,.840,1.3,2.3,3.6,2.9,2.1,1.2,2.5,2.6,22.7,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1986-87,23,CHI,NBA,SG,82.0,82,40.0,13.4,27.8,.482,0.1,0.8,.182,13.2,27.0,.491,.484,10.2,11.9,.857,2.0,3.2,5.2,4.6,2.9,1.5,3.3,2.9,37.1,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1987-88,24,CHI,NBA,SG,82.0,82,40.4,13.0,24.4,.535,0.1,0.6,.132,13.0,23.7,.546,.537,8.8,10.5,.841,1.7,3.8,5.5,5.9,3.2,1.6,3.1,3.3,35.0,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1988-89,25,CHI,NBA,SG,81.0,81,40.2,11.9,22.2,.538,0.3,1.2,.276,11.6,21.0,.553,.546,8.3,9.8,.850,1.8,6.2,8.0,8.0,2.9,0.8,3.6,3.0,32.5,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1989-90,26,CHI,NBA,SG,82.0,82,39.0,12.6,24.0,.526,1.1,3.0,.376,11.5,21.0,.548,.550,7.2,8.5,.848,1.7,5.1,6.9,6.3,2.8,0.7,3.0,2.9,33.6,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1990-91,27,CHI,NBA,SG,82.0,82,37.0,12.1,22.4,.539,0.4,1.1,.312,11.7,21.3,.551,.547,7.0,8.2,.851,1.4,4.6,6.0,5.5,2.7,1.0,2.5,2.8,31.5,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1991-92,28,CHI,NBA,SG,80.0,80,38.8,11.8,22.7,.519,0.3,1.3,.270,11.5,21.5,.533,.526,6.1,7.4,.832,1.1,5.3,6.4,6.1,2.3,0.9,2.5,2.5,30.1,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1992-93,29,CHI,NBA,SG,78.0,78,39.3,12.7,25.7,.495,1.0,2.9,.352,11.7,22.7,.514,.515,6.1,7.3,.837,1.7,5.0,6.7,5.5,2.8,0.8,2.7,2.4,32.6,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1994-95,31,CHI,NBA,SG,17.0,17,39.3,9.8,23.8,.411,0.9,1.9,.500,8.8,21.9,.403,.431,6.4,8.0,.801,1.5,5.4,6.9,5.3,1.8,0.8,2.1,2.8,26.9,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1995-96,32,CHI,NBA,SG,82.0,82,37.7,11.2,22.6,.495,1.4,3.2,.427,9.8,19.4,.506,.525,6.7,8.0,.834,1.8,4.8,6.6,4.3,2.2,0.5,2.4,2.4,30.4,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1996-97,33,CHI,NBA,SG,82.0,82,37.9,11.2,23.1,.486,1.4,3.6,.374,9.9,19.5,.507,.516,5.9,7.0,.833,1.4,4.5,5.9,4.3,1.7,0.5,2.0,1.9,29.6,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,1997-98,34,CHI,NBA,SG,82.0,82,38.8,10.7,23.1,.465,0.4,1.5,.238,10.4,21.5,.482,.473,6.9,8.8,.784,1.6,4.2,5.8,3.5,1.7,0.5,2.3,1.8,28.7,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
Michael Jordan,2001-02,38,WAS,NBA,SF,60.0,53,34.9,9.2,22.1,.416,0.2,0.9,.189,9.0,21.2,.426,.420,4.4,5.6,.790,0.8,4.8,5.7,5.2,1.4,0.4,2.7,2.0,22.9,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg
Michael Jordan,2002-03,39,WAS,NBA,SF,82.0,67,37.0,8.3,18.6,.445,0.2,0.7,.291,8.1,18.0,.450,.450,3.2,4.0,.821,0.9,5.2,6.1,3.8,1.5,0.5,2.1,2.1,20.0,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg
David Robinson,1989-90,24,SAS,NBA,C,82.0,81,36.6,8.4,15.9,.531,0.0,0.0,.000,8.4,15.8,.532,.531,7.5,10.2,.732,3.7,8.3,12.0,2.0,1.7,3.9,3.1,3.2,24.3,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,1990-91,25,SAS,NBA,C,82.0,81,37.7,9.2,16.7,.552,0.0,0.1,.143,9.2,16.6,.554,.552,7.2,9.5,.762,4.1,8.9,13.0,2.5,1.5,3.9,3.3,3.2,25.6,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,1991-92,26,SAS,NBA,C,68.0,68,37.7,8.7,15.8,.551,0.0,0.1,.125,8.7,15.7,.554,.552,5.8,8.3,.701,3.8,8.4,12.2,2.7,2.3,4.5,2.7,3.2,23.2,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,1992-93,27,SAS,NBA,C,82.0,82,39.2,8.2,16.4,.501,0.0,0.2,.176,8.2,16.2,.506,.503,6.8,9.3,.732,2.8,8.9,11.7,3.7,1.5,3.2,2.9,2.9,23.4,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,1993-94,28,SAS,NBA,C,80.0,80,40.5,10.5,20.7,.507,0.1,0.4,.345,10.4,20.4,.510,.510,8.7,11.6,.749,3.0,7.7,10.7,4.8,1.7,3.3,3.2,2.9,29.8,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,1994-95,29,SAS,NBA,C,81.0,81,38.0,9.7,18.4,.530,0.1,0.2,.300,9.7,18.1,.533,.532,8.1,10.5,.774,2.9,7.9,10.8,2.9,1.7,3.2,2.9,2.8,27.6,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,1995-96,30,SAS,NBA,C,82.0,82,36.8,8.7,16.8,.516,0.0,0.1,.333,8.6,16.7,.517,.517,7.6,10.0,.761,3.9,8.3,12.2,3.0,1.4,3.3,2.3,3.2,25.0,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,1996-97,31,SAS,NBA,C,6.0,6,24.5,6.0,12.0,.500,0.0,0.0,,6.0,12.0,.500,.500,5.7,8.7,.654,3.2,5.3,8.5,1.3,1.0,1.0,1.3,1.5,17.7,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,1997-98,32,SAS,NBA,C,73.0,73,33.7,7.5,14.6,.511,0.0,0.1,.250,7.4,14.5,.512,.511,6.6,9.0,.735,3.3,7.3,10.6,2.7,0.9,2.6,2.8,2.8,21.6,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,1998-99,33,SAS,NBA,C,49.0,49,31.7,5.5,10.8,.509,0.0,0.0,.000,5.5,10.7,.510,.509,4.9,7.4,.658,3.0,7.0,10.0,2.1,1.4,2.4,2.2,2.9,15.8,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,1999-00,34,SAS,NBA,C,80.0,80,32.0,6.6,12.9,.512,0.0,0.0,.000,6.6,12.9,.513,.512,4.6,6.4,.726,2.4,7.2,9.6,1.8,1.2,2.3,2.1,3.1,17.8,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,2000-01,35,SAS,NBA,C,80.0,80,29.6,5.0,10.3,.486,0.0,0.0,.000,5.0,10.3,.487,.486,4.4,5.9,.747,2.6,6.0,8.6,1.5,1.0,2.5,1.5,2.7,14.4,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,2001-02,36,SAS,NBA,C,78.0,78,29.5,4.4,8.6,.507,0.0,0.0,,4.4,8.6,.507,.507,3.4,5.1,.681,2.4,5.8,8.3,1.2,1.1,1.8,1.3,2.5,12.2,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
David Robinson,2002-03,37,SAS,NBA,C,64.0,64,26.2,3.1,6.6,.469,0.0,0.0,,3.1,6.6,.469,.469,2.4,3.3,.710,2.5,5.4,7.9,1.0,0.8,1.7,1.3,2.0,8.5,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Hakeem Olajuwon,1984-85,22,HOU,NBA,C,82.0,82,35.5,8.3,15.3,.538,0.0,0.0,,8.3,15.3,.538,.538,4.1,6.7,.613,5.4,6.5,11.9,1.4,1.2,2.7,2.9,4.2,20.6,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1985-86,23,HOU,NBA,C,68.0,68,36.3,9.2,17.5,.526,0.0,0.0,,9.2,17.5,.526,.526,5.1,7.9,.645,4.9,6.6,11.5,2.0,2.0,3.4,2.9,4.0,23.5,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1986-87,24,HOU,NBA,C,75.0,75,36.8,9.0,17.8,.508,0.0,0.1,.200,9.0,17.7,.509,.509,5.3,7.6,.702,4.2,7.2,11.4,2.9,1.9,3.4,3.0,3.9,23.4,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1987-88,25,HOU,NBA,C,79.0,79,35.8,9.0,17.5,.514,0.0,0.1,.000,9.0,17.5,.516,.514,4.8,6.9,.695,3.8,8.3,12.1,2.1,2.1,2.7,3.1,4.1,22.8,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1988-89,26,HOU,NBA,C,82.0,82,36.9,9.6,19.0,.508,0.0,0.1,.000,9.6,18.9,.511,.508,5.5,8.0,.696,4.1,9.4,13.5,1.8,2.6,3.4,3.4,4.0,24.8,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1989-90,27,HOU,NBA,C,82.0,82,38.1,9.8,19.6,.501,0.0,0.1,.167,9.8,19.5,.502,.501,4.7,6.5,.713,3.6,10.4,14.0,2.9,2.1,4.6,3.9,3.8,24.3,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1990-91,28,HOU,NBA,C,56.0,50,36.8,8.7,17.1,.508,0.0,0.1,.000,8.7,17.1,.510,.508,3.8,4.9,.769,3.9,9.8,13.8,2.3,2.2,3.9,3.1,3.9,21.2,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1991-92,29,HOU,NBA,C,70.0,69,37.7,8.4,16.8,.502,0.0,0.0,.000,8.4,16.8,.503,.502,4.7,6.1,.766,3.5,8.6,12.1,2.2,1.8,4.3,2.7,3.8,21.6,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1992-93,30,HOU,NBA,C,82.0,82,39.5,10.3,19.5,.529,0.0,0.1,.000,10.3,19.5,.532,.529,5.4,7.0,.779,3.5,9.6,13.0,3.5,1.8,4.2,3.2,3.7,26.1,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1993-94,31,HOU,NBA,C,80.0,80,41.0,11.2,21.2,.528,0.1,0.2,.421,11.1,20.9,.529,.530,4.9,6.8,.716,2.9,9.1,11.9,3.6,1.6,3.7,3.4,3.6,27.3,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1994-95,32,HOU,NBA,C,72.0,72,39.6,11.1,21.5,.517,0.0,0.2,.188,11.0,21.2,.520,.517,5.6,7.5,.756,2.4,8.4,10.8,3.5,1.8,3.4,3.3,3.5,27.8,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1995-96,33,HOU,NBA,C,72.0,72,38.8,10.7,20.8,.514,0.0,0.2,.214,10.6,20.6,.517,.515,5.5,7.6,.724,2.4,8.4,10.9,3.6,1.6,2.9,3.4,3.4,26.9,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1996-97,34,HOU,NBA,C,78.0,78,36.6,9.3,18.3,.510,0.1,0.2,.313,9.3,18.1,.512,.512,4.5,5.7,.787,2.2,7.0,9.2,3.0,1.5,2.2,3.6,3.2,23.2,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1997-98,35,HOU,NBA,C,47.0,45,34.7,6.5,13.5,.483,0.0,0.1,.000,6.5,13.4,.486,.483,3.4,4.5,.755,2.5,7.3,9.8,3.0,1.8,2.0,2.7,3.2,16.4,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1998-99,36,HOU,NBA,C,50.0,50,35.7,7.5,14.5,.514,0.1,0.3,.308,7.4,14.2,.518,.517,3.9,5.4,.717,2.1,7.4,9.6,1.8,1.6,2.5,2.8,3.2,18.9,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,1999-00,37,HOU,NBA,C,44.0,28,23.8,4.4,9.6,.458,0.0,0.0,.000,4.4,9.5,.461,.458,1.6,2.5,.616,1.5,4.8,6.2,1.4,0.9,1.6,1.7,2.0,10.3,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,2000-01,38,HOU,NBA,C,58.0,55,26.6,4.9,9.8,.498,0.0,0.0,.000,4.9,9.8,.499,.498,2.1,3.4,.621,2.1,5.3,7.4,1.2,1.2,1.5,1.4,2.4,11.9,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
Hakeem Olajuwon,2001-02,39,TOR,NBA,C,61.0,37,22.6,3.2,6.9,.464,0.0,0.0,.000,3.2,6.8,.466,.464,0.8,1.4,.560,1.6,4.4,6.0,1.1,1.2,1.5,1.6,2.4,7.1,1993-94,https://www.basketball-reference.com/req/202106291/images/headshots/olajuha01.jpg,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg
